iter	RMSE
276	0.08500300547
277	0.0849679459
278	0.08493711564
279	0.08490999646
280	0.08487346624
281	0.08484362953
282	0.08484228725
283	0.08481722649
284	0.08481606564
285	0.08479085185
286	0.08475098321
287	0.08473262928
288	0.08471324931
289	0.08467617263
290	0.08465192963
291	0.08464855154
292	0.08460155916
293	0.08455071988
294	0.08454932957
295	0.08452603845
296	0.08452192493
297	0.08449458155
298	0.08444013838
299	0.08440506744
300	0.08438052272
301	0.08436347895
302	0.08436218853
303	0.08432254463
304	0.08429283434
305	0.08427369591
306	0.08427234118
307	0.08424875855
308	0.08422623156
309	0.08420808064
310	0.08420723386
311	0.08419254034
312	0.08417422354
313	0.08413221244
314	0.08408113379
315	0.08405387028
316	0.08402823879
317	0.08402709202
318	0.0839878495
319	0.08396751615
320	0.08394820771
321	0.08393309045
322	0.08390331483
323	0.08385121015
324	0.08383334433
325	0.08383166641
326	0.08382056388
327	0.08380224821
328	0.08376375419
329	0.08374000569
330	0.08371491218
331	0.0836994746
332	0.08366795619
333	0.08366718703
334	0.08363165942
335	0.08358999158
336	0.08358925115
337	0.08358393362
338	0.08357208319
339	0.08355985657
340	0.0835406554
341	0.08351708723
342	0.08351274851
343	0.08346462269
344	0.08344523423
345	0.08340948383
346	0.08337276279
347	0.08334224105
348	0.08331745459
349	0.08329417419
350	0.08328366531
351	0.08328299925
352	0.08324764922
353	0.08321980528
354	0.08319364023
355	0.08317220922
356	0.08314503442
357	0.08312763855
358	0.08311056078
359	0.08310165535
360	0.08307640916
361	0.08305516449
362	0.08302552078
363	0.08300128202
364	0.08300041668
365	0.08296907693
366	0.08296848954
367	0.08295564321
368	0.08292604488
369	0.08290477986
370	0.08287699044
371	0.0828604356
372	0.08284600943
373	0.08282864818
374	0.08282181959
375	0.08281171375
376	0.08278161659
377	0.08275422095
378	0.08273246365
379	0.08273189421
380	0.08271391162
381	0.08268617595
382	0.08266655044
383	0.08265548487
384	0.08264235447
385	0.08263271287
386	0.08261174762
387	0.08259919294
388	0.08257733175
389	0.08256483575
390	0.08254698017
391	0.08253264104
392	0.08251853342
393	0.08250301501
394	0.08249491191
395	0.08248544431
396	0.08246809331
397	0.08245724464
398	0.08242253718
399	0.08240256493
400	0.08236944608
401	0.08235097249
402	0.08233099976
403	0.08231768347
404	0.08228881922
405	0.08227657665
406	0.08226345929
407	0.0822518733
408	0.08222216253
409	0.08220987483
410	0.08220276428
411	0.08217253044
412	0.08217192964
413	0.08214530962
414	0.08212325474
415	0.08210178338
416	0.0820935366
417	0.08208463703
418	0.08207898218
419	0.08204611684
420	0.08203180599
421	0.08203018049
422	0.08200187528
423	0.08198457077
424	0.08196959159
425	0.08195671868
426	0.0819302366
427	0.08191665819
428	0.08190144549
429	0.0818916676
430	0.08186948695
431	0.08184821143
432	0.08183832308
433	0.08182023958
434	0.08181133126
435	0.0817882691
436	0.08177242587
437	0.08176605755
438	0.0817655108
439	0.08174530463
440	0.08174478485
441	0.08172859531
442	0.08170910176
443	0.08167515742
444	0.08165019898
445	0.08163395399
446	0.08161217691
447	0.08161166486
448	0.08158998125
449	0.08156931992
450	0.081552312
451	0.08153975514
452	0.08152189665
453	0.08151551638
454	0.08150074426
455	0.08149133718
456	0.08146199967
457	0.08145144925
458	0.08143703178
459	0.08141360653
460	0.08139122357
461	0.08137872356
462	0.08136411538
463	0.08135642658
464	0.08134741403
465	0.08132589065
466	0.08131297777
467	0.08130093709
468	0.0812887259
469	0.08127594426
470	0.08127054703
471	0.08125369001
472	0.08123943461
473	0.08122340519
474	0.08120906292
475	0.08120092174
476	0.08118057539
477	0.0811621303
478	0.08114880436
479	0.08112809906
480	0.08111283433
481	0.08109518871
482	0.08108233511
483	0.08107216788
484	0.08106135248
485	0.08105950003
486	0.08104918347
487	0.08102854184
488	0.08101702964
489	0.08099450897
490	0.08099425138
491	0.08098536879
492	0.08097270173
493	0.08096043411
494	0.08094479712
495	0.08093014218
496	0.08088738008
497	0.08086889481
498	0.08085344376
499	0.08083262948
500	0.08082114668
501	0.08080932008
502	0.08079769346
503	0.08078786606
504	0.0807755035
505	0.08076974699
506	0.08076269845
507	0.08075129661
508	0.08073949143
509	0.08073048855
510	0.08071577161
511	0.08069730775
512	0.08068923015
513	0.08068342354
514	0.08066750064
515	0.08064482606
516	0.08063573136
517	0.08062256453
518	0.08062162236
519	0.08060895074
520	0.08060031541
521	0.08058938986
522	0.0805683818
523	0.08053686316
524	0.0805202656
525	0.08050593288
526	0.08049553109
527	0.08048088396
528	0.08046632833
529	0.08045782156
530	0.08044247753
531	0.08043446825
532	0.08042308978
533	0.08040943543
534	0.08039925281
535	0.08038883745
536	0.08038574804
537	0.08037874936
538	0.08036397489
539	0.08036347816
540	0.08032978984
541	0.0803154446
542	0.08030064384
543	0.08028046061
544	0.08026688045
545	0.0802371983
546	0.0802328536
547	0.08022614697
548	0.08020915073
549	0.08019807711
550	0.08018418995
551	0.08017028157
552	0.08015396253
553	0.08014489149
554	0.08013630584
555	0.08012717181
556	0.08011436813
557	0.08009323483
558	0.08009303317
559	0.08008244814
560	0.08006892089
561	0.08004539674
562	0.0800357207
563	0.08002753416
564	0.08001963177
565	0.08001107989
566	0.08000274942
567	0.07997587755
568	0.0799618926
569	0.07994291892
570	0.07993455268
571	0.07992778553
572	0.07991590224
573	0.07989274085
574	0.07987408481
575	0.07986242332
576	0.07984410873
577	0.07983043591
578	0.0798207212
579	0.0798159503
580	0.0797953559
581	0.07978410307
582	0.07978386208
583	0.07977561709
584	0.07976418888
585	0.07974655964
586	0.079732093
587	0.07972050297
588	0.0797007405
589	0.07969649101
590	0.07968817471
591	0.07967304143
592	0.07965953346
593	0.07965918486
594	0.07964098194
595	0.07963443225
596	0.07961867635
597	0.07961366316
598	0.07960373711
599	0.07959196836
600	0.07958401063
601	0.07957721073
602	0.07957169546
603	0.07956318361
604	0.07955473439
605	0.07953626182
606	0.07951931186
607	0.07950634547
608	0.07949782094
609	0.07948689919
610	0.07947553213
611	0.07945701733
612	0.07943708087
613	0.07942216752
614	0.07941097514
615	0.07940135944
616	0.07938778762
617	0.07937516567
618	0.07936694337
619	0.07935252711
620	0.07934252484
621	0.07933349787
622	0.07932137483
623	0.07931201946
624	0.07929691726
625	0.07928336828
626	0.07927628085
627	0.07927610785
628	0.0792714467
629	0.07924667451
630	0.07923607458
631	0.07923592107
632	0.07921784401
633	0.07920267041
634	0.07919243076
635	0.07918574852
636	0.07917731783
637	0.07916767691
638	0.07916173097
639	0.07915344284
640	0.07914647615
641	0.07913500853
642	0.07912780464
643	0.07912008837
644	0.07911505289
645	0.0791037442
646	0.07909484448
647	0.07908477749
648	0.07907717142
649	0.07906668799
650	0.07905432538
651	0.079042957
652	0.07903051319
653	0.0790166505
654	0.07899905129
655	0.07899177881
656	0.0789804082
657	0.0789773142
658	0.07895499518
659	0.07894556811
660	0.07893529312
661	0.07892740115
662	0.07891287098
663	0.07890516584
664	0.07889054482
665	0.07887577876
666	0.07886789287
667	0.07885875954
668	0.078840419
669	0.07883421395
670	0.07882304375
671	0.07881550345
672	0.07880505658
673	0.07879393657
674	0.0787874906
675	0.07877830596
676	0.07876889116
677	0.07876297617
678	0.07875654945
679	0.07872597156
680	0.07871197105
681	0.07870522181
682	0.07869511741
683	0.0786783448
684	0.0786685686
685	0.07865971225
686	0.07864400204
687	0.07863537844
688	0.07862653201
689	0.07861859803
690	0.0785919928
691	0.07857866611
692	0.07856650389
693	0.0785563054
694	0.07854808416
695	0.07853517779
696	0.07852072438
697	0.07851305925
698	0.07850618818
699	0.07849685951
700	0.07848777673
701	0.07848161848
702	0.07847267612
703	0.07846336808
704	0.07845170931
705	0.07843318062
706	0.07841493268
707	0.07840582498
708	0.07839398237
709	0.07838070371
710	0.07837233621
711	0.07835914409
712	0.07835212925
713	0.07833964225
714	0.07832576778
715	0.07831364743
716	0.07830791747
717	0.07829394456
718	0.07828758517
719	0.07827865611
720	0.07826891106
721	0.0782562302
722	0.07824503976
723	0.07822303406
724	0.07821485711
725	0.07820880024
726	0.07820047708
727	0.07819469916
728	0.07818966926
729	0.07817858268
730	0.07816635706
731	0.07814645893
732	0.07813765197
733	0.07812602914
734	0.0781161645
735	0.07810485083
736	0.07810033802
737	0.078083459
738	0.07807554306
739	0.07806679097
740	0.0780532805
741	0.07804438436
742	0.07803910304
743	0.07802732883
744	0.07801576416
745	0.07800576082
746	0.07799888892
747	0.07799460676
748	0.07798660959
749	0.07797534459
750	0.07796781778
751	0.0779531085
752	0.07794209819
753	0.07793421939
754	0.07792009365
755	0.07791776262
756	0.07790804656
757	0.0778972306
758	0.07787573277
759	0.07786986022
760	0.07785701708
761	0.07784329587
762	0.07783186259
763	0.07782392357
764	0.07782297424
765	0.07782166963
766	0.07781132577
767	0.07781125718
768	0.07780342669
769	0.07779916966
770	0.07778683805
771	0.07777981006
772	0.07777254059
773	0.07776342803
774	0.0777526011
775	0.07775060168
776	0.07774102679
777	0.07772816527
778	0.07772139075
779	0.07770545036
780	0.0776899712
781	0.07768173072
782	0.07767497368
783	0.07766363365
784	0.07765332034
785	0.07764633088
786	0.0776379792
787	0.07762769137
788	0.07761793074
789	0.07761019194
790	0.07760336227
791	0.07759619004
792	0.07759208817
793	0.07758578475
794	0.07757437001
795	0.07756885891
796	0.07754845012
797	0.0775351053
798	0.07752924422
799	0.07751672318
800	0.07750743132
801	0.07750099012
802	0.07747987862
803	0.07747155753
804	0.07746188461
805	0.07745528928
806	0.07745162277
807	0.07744422139
808	0.07743180663
809	0.07742519542
810	0.07741643127
811	0.07740775264
812	0.0773982834
813	0.07739090341
814	0.07738423306
815	0.07737757453
816	0.07735775332
817	0.07735234186
818	0.07734147327
819	0.07733129548
820	0.07731831588
821	0.07731139492
822	0.07730429568
823	0.07729141786
824	0.07728069566
825	0.0772721344
826	0.07725745072
827	0.07725003218
828	0.07724558676
829	0.07723725105
830	0.07723017145
831	0.07722040218
832	0.07721037216
833	0.07720884358
834	0.0772049837
835	0.07719229104
836	0.07718031706
837	0.07717137126
838	0.0771649667
839	0.07715948679
840	0.07715936276
841	0.07715447735
842	0.0771436603
843	0.07713919423
844	0.07713362434
845	0.07712580082
846	0.07711782863
847	0.07710483725
848	0.07709813372
849	0.07708864244
850	0.07708190369
851	0.07707514728
852	0.07706364123
853	0.07706270648
854	0.07706255307
855	0.07705860942
856	0.07705252079
857	0.0770463735
858	0.07703736715
859	0.07703447021
860	0.07702246757
861	0.07701639118
862	0.07700779228
863	0.07700757465
864	0.07700219113
865	0.0769906132
866	0.07698219492
867	0.07697513842
868	0.07696971681
869	0.07696635897
870	0.07696349437
871	0.07695896972
872	0.07695249668
873	0.07694503746
874	0.07694381472
875	0.07693494067
876	0.07692859442
877	0.07692472601
878	0.07691798871
879	0.07691267743
880	0.07690636032
881	0.07689875618
882	0.07688787812
883	0.07687696834
884	0.07687163342
885	0.07686037433
886	0.07685316507
887	0.07684907891
888	0.07684465952
889	0.07684238228
890	0.07684224897
891	0.07683194345
892	0.07683183857
893	0.07682063163
894	0.0768115101
895	0.0768114341
896	0.07680273101
897	0.07679566708
898	0.07679309757
899	0.07678177031
900	0.07677675594
901	0.07677668432
902	0.07676751463
903	0.07676243561
904	0.07675398006
905	0.07674800091
906	0.07674211167
907	0.07673251161
908	0.07672449446
909	0.07671674337
910	0.07671387721
911	0.07670567089
912	0.07670160541
913	0.07669118412
914	0.07668658954
915	0.07668013347
916	0.07666927605
917	0.07666848893
918	0.07666297413
919	0.07665801389
920	0.07665298715
921	0.07664642619
922	0.07664096069
923	0.07663275874
924	0.07663269232
925	0.07662186617
926	0.07660757189
927	0.07659978237
928	0.07659680481
929	0.07658666093
930	0.07657732994
931	0.07657192792
932	0.07657186589
933	0.07655771094
934	0.07654856561
935	0.07653958738
936	0.07653380702
937	0.07652918527
938	0.07652178955
939	0.07651320242
940	0.07650544266
941	0.07649417017
942	0.07648666923
943	0.07647421887
944	0.07647200016
945	0.07646863547
946	0.07646116236
947	0.07645034096
948	0.07644125255
949	0.07643473168
950	0.07643467296
951	0.07642768088
952	0.07641543227
953	0.07641342895
954	0.07640770962
955	0.0763976076
956	0.07638772233
957	0.07638460787
958	0.07637593814
959	0.07637427342
960	0.07636359398
961	0.07635620877
962	0.07634095332
963	0.07633275956
964	0.07632791315
965	0.07631785723
966	0.07630834742
967	0.07630222549
968	0.07629424616
969	0.07628676236
970	0.0762781478
971	0.07627168055
972	0.07625984773
973	0.07625422548
974	0.07624597078
975	0.0762393066
976	0.07623358651
977	0.07622998473
978	0.07622494115
979	0.07621874562
980	0.07620761818
981	0.0762037779
982	0.07619981964
983	0.07619040089
984	0.07618461142
985	0.07617846674
986	0.0761733478
987	0.07616761564
988	0.07615948969
989	0.07615359742
990	0.07614737807
991	0.07614448124
992	0.07614047187
993	0.07613305869
994	0.07612681466
995	0.07611809522
996	0.0761108223
997	0.07610502488
998	0.07609459085
999	0.07608529724
